ID	Customer_ID	Month	Name	Age	SSN	Occupation	Annual_Income	Monthly_Inhand_Salary	Num_Bank_Accounts	Num_Credit_Card	Interest_Rate	Num_of_Loan	Type_of_Loan	Delay_from_due_date	Num_of_Delayed_Payment	Changed_Credit_Limit	Num_Credit_Inquiries	Credit_Mix	Outstanding_Debt	Credit_Utilization_Ratio	Credit_History_Age	Payment_of_Min_Amount	Total_EMI_per_month	Amount_invested_monthly	Payment_Behaviour	Monthly_Balance	Credit_Score
6130	27163	5	Toonkeln	33	252502326	Accountant	30788.44	2623.703333333333	7	9	31	6	Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan	49	20	21.73	9	Bad	3470.08	33.46870758921014	18	NM	114.5330209	53.64864334	High_spent_Large_value_payments	331.90865780859343	Standard
6131	27163	6	Toonkeln	33	252502326	Accountant	30788.44	2623.703333333333	7	9	31	6	Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan	45	21	21.73	9	Bad	3470.08	35.457081125135346	19	Yes	114.5330209	53.64864334	High_spent_Small_value_payments	334.85318784734267	Standard
6132	27163	7	Toonkeln	33	252502326	Accountant	30788.44	2623.703333333333	7	9	31	6	Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan	49	20	21.73	9	Bad	3470.08	27.159810891714944	20	Yes	114.5330209	53.64864334	Low_spent_Small_value_payments	327.7490915000335	Standard
6133	27163	8	Toonkeln	33	252502326	Accountant	30788.44	2623.703333333333	7	9	31	6	Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan	49	20	21.73	9	Bad	3470.08	38.25442229235325	21	Yes	114.5330209	53.64864334	Low_spent_Small_value_payments	195.30496318291688	Standard
6138	39873	1	Jaisinghanij	42	445184420	Architect	20574.47	1740.539166666667	6	3	14	4	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan	6	10	13.74	6	Standard	749.95	25.82415682115377	131	NM	49.348666321498655	23.56048988935808	Low_spent_Small_value_payments	268.80477235168075	Standard
6139	39873	2	Jaisinghanij	42	445184420	Architect	20574.47	1740.539166666667	6	3	14	4	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan	6	10	13.74	6	Standard	749.95	37.26323374779548	132	Yes	49.348666321498655	23.56048988935808	Low_spent_Small_value_payments	309.74074067429456	Standard
6140	39873	3	Jaisinghanij	42	445184420	Architect	20574.47	1740.539166666667	6	3	14	4	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan	6	10	14.74	11	Standard	749.95	27.208012594711075	133	Yes	49.348666321498655	23.56048988935808	Low_spent_Small_value_payments	267.45972450799104	Standard
6141	39873	4	Jaisinghanij	42	445184420	Architect	20574.47	1740.539166666667	6	3	14	4	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan	6	12	6.74	11	Standard	749.95	36.55953784388107	134	Yes	49.348666321498655	23.56048988935808	High_spent_Medium_value_payments	349.54384591241774	Standard
6142	39873	5	Jaisinghanij	42	445184420	Architect	20574.47	1740.539166666667	6	3	14	4	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan	6	7	13.74	11	Standard	749.95	29.036163648444987	135	Yes	49.348666321498655	23.56048988935808	Low_spent_Large_value_payments	254.72668807344257	Standard
6143	39873	6	Jaisinghanij	42	445184420	Architect	20574.47	1740.539166666667	6	3	14	4	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan	6	10	6.74	11	Standard	749.95	37.55229512400509	136	Yes	49.348666321498655	23.56048988935808	Low_spent_Small_value_payments	222.33318139195245	Standard
6144	39873	7	Jaisinghanij	42	445184420	Architect	20574.47	1740.539166666667	6	3	14	4	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan	1	7	13.74	11	Standard	749.95	38.33877418250452	137	Yes	49.348666321498655	23.56048988935808	Low_spent_Large_value_payments	275.43145862845853	Standard
6145	39873	8	Jaisinghanij	42	445184420	Architect	20574.47	1740.539166666667	6	3	14	4	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan	6	10	13.74	11	Standard	749.95	28.62902965219592	138	Yes	49.348666321498655	23.56048988935808	High_spent_Large_value_payments	322.7377425973424	Standard
6150	3173	1	Pomeroyi	21	473915845	Lawyer	148699.32	12432.61	3	4	5	3	Personal Loan, Mortgage Loan, and Payday Loan	13	8	9.2	1	Good	949.38	41.687213348432586	367	No	364.9151774048712	237.91838093113248	High_spent_Large_value_payments	822.1939946638072	Good
6151	3173	2	Pomeroyi	21	473915845	Lawyer	148699.32	12432.61	3	4	5	3	Personal Loan, Mortgage Loan, and Payday Loan	13	4	9.2	1	Good	949.38	28.510774652067795	368	No	364.9151774048712	237.91838093113248	High_spent_Large_value_payments	880.4274416639964	Good
6152	3173	3	Pomeroyi	21	473915845	Lawyer	148699.32	12432.61	3	4	5	3	Personal Loan, Mortgage Loan, and Payday Loan	13	3	9.2	1	Good	949.38	41.47825034175928	369	No	364.9151774048712	237.91838093113248	High_spent_Medium_value_payments	705.6144781572356	Good
6153	3173	4	Pomeroyi	22	473915845	Lawyer	148699.32	12432.61	3	4	5	3	Personal Loan, Mortgage Loan, and Payday Loan	13	6	9.2	1	Good	949.38	31.40151635903808	370	No	364.9151774048712	237.91838093113248	Low_spent_Medium_value_payments	558.8839897834979	Good
6154	3173	5	Pomeroyi	22	473915845	Lawyer	148699.32	12432.61	3	4	5	3	Personal Loan, Mortgage Loan, and Payday Loan	10	3	10.2	1	Good	949.38	34.26155637445099	371	No	364.9151774048712	237.91838093113248	High_spent_Large_value_payments	853.5473978404586	Good
6155	3173	6	Pomeroyi	22	473915845	Lawyer	148699.32	12432.61	3	4	5	3	Personal Loan, Mortgage Loan, and Payday Loan	13	6	9.2	1	Good	949.38	26.71579704085419	372	No	364.9151774048712	237.91838093113248	High_spent_Small_value_payments	277.2301534308226	Good
6156	3173	7	Pomeroyi	22	473915845	Lawyer	148699.32	12432.61	3	4	5	3	Personal Loan, Mortgage Loan, and Payday Loan	18	6	9.2	1	Good	949.38	39.77628576926387	373	No	364.9151774048712	237.91838093113248	High_spent_Large_value_payments	785.5315566758761	Good
6157	3173	8	Pomeroyi	22	473915845	Lawyer	148699.32	12432.61	3	4	5	3	Personal Loan, Mortgage Loan, and Payday Loan	16	8	9.2	1	Good	949.38	40.605388381855605	374	No	364.9151774048712	237.91838093113248	High_spent_Medium_value_payments	799.4379832	Good
6162	44763	1	Olivia Oranr	19	272471135	Musician	85554.03	7185.5025	4	2	3	0	No Data	12	7	6.43	3	Good	1095.73	33.434371517540995	235	No	0	57.04699053352163	High_spent_Large_value_payments	795.5546638	Good
6163	44763	2	Olivia Oranr	19	272471135	Musician	85554.03	7185.5025	4	2	3	0	No Data	12	7	6.43	3	Good	1095.73	38.389820031990425	236	NM	0	57.04699053352163	High_spent_Medium_value_payments	886.9776435574988	Good
6164	44763	3	Olivia Oranr	19	272471135	Musician	85554.03	7185.5025	4	2	3	0	No Data	12	7	6.43	3	Good	1095.73	36.62486341899649	237	No	0	57.04699053352163	High_spent_Medium_value_payments	840.0253760517992	Good
6165	44763	4	Olivia Oranr	19	272471135	Musician	85554.03	7185.5025	4	2	3	0	No Data	12	7	6.43	3	Good	1095.73	31.360244741417908	238	No	0	57.04699053352163	Low_spent_Large_value_payments	684.8855633501927	Good
6166	44763	5	Olivia Oranr	19	272471135	Musician	85554.03	7185.5025	4	2	3	0	No Data	14	7	6.43	3	Good	1095.73	41.66180246621809	239	No	0	57.04699053352163	High_spent_Large_value_payments	887.7276173808908	Good
6167	44763	6	Olivia Oranr	19	272471135	Musician	85554.03	7185.5025	4	2	3	0	No Data	12	7	6.43	3	Good	1095.73	25.026326020444888	240	No	0	57.04699053352163	Low_spent_Large_value_payments	523.1224763436421	Good
6168	44763	7	Olivia Oranr	19	272471135	Musician	85554.03	7185.5025	4	2	3	0	No Data	12	4	6.43	3	Good	1095.73	23.91628778322776	241	No	0	57.04699053352163	Low_spent_Medium_value_payments	273.6508992743441	Good
6169	44763	8	Olivia Oranr	20	272471135	Musician	85554.03	7185.5025	4	2	3	0	No Data	12	7	6.43	3	Good	1095.73	41.51328788148247	242	No	0	57.04699053352163	High_spent_Large_value_payments	879.7520667701468	Good
6174	36507	1	Rachelle Younglaic	15	925515335	Entrepreneur	55829.79	4369.4825	10	10	18	8	Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan	30	20	27.99	11	Bad	3422.49	27.070543470468746	126	Yes	314.90178526768176	79.93896964172495	Low_spent_Small_value_payments	63.24697621142922	Standard
6175	36507	2	Rachelle Younglaic	15	925515335	Entrepreneur	55829.79	4369.4825	10	10	18	8	Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan	30	18	20.99	11	Bad	3422.49	36.72993924037535	126	Yes	314.90178526768176	79.93896964172495	High_spent_Small_value_payments	257.50499429610903	Standard
6176	36507	3	Rachelle Younglaic	15	925515335	Entrepreneur	55829.79	4369.4825	10	10	18	8	Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan	30	19	27.99	11	Bad	3422.49	27.978801736074782	127	Yes	314.90178526768176	79.93896964172495	High_spent_Small_value_payments	250.0402152	Standard
6177	36507	4	Rachelle Younglaic	15	925515335	Entrepreneur	55829.79	4369.4825	10	10	18	8	Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan	30	18	27.99	11	Bad	3422.49	27.11330402087476	128	Yes	314.90178526768176	79.93896964172495	High_spent_Small_value_payments	209.8231547633104	Standard
6178	36507	5	Rachelle Younglaic	16	925515335	Entrepreneur	55829.79	4369.4825	10	10	18	8	Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan	27	18	27.99	11	Bad	3422.49	38.02568458368197	129	Yes	314.90178526768176	79.93896964172495	High_spent_Small_value_payments	199.99991470063443	Standard
6179	36507	6	Rachelle Younglaic	16	925515335	Entrepreneur	55829.79	4369.4825	10	10	18	8	Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan	31	21	27.99	11	Bad	3422.49	23.346696861415964	130	Yes	314.90178526768176	79.93896964172495	High_spent_Large_value_payments	255.1463520412192	Standard
6180	36507	7	Rachelle Younglaic	16	925515335	Entrepreneur	55829.79	4369.4825	10	10	18	8	Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan	30	15	27.99	11	Bad	3422.49	30.836960208112888	131	NM	314.90178526768176	79.93896964172495	Low_spent_Small_value_payments	219.74240475536905	Poor
6181	36507	8	Rachelle Younglaic	16	925515335	Entrepreneur	55829.79	4369.4825	10	10	18	8	Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan	30	19	23.99	11	Bad	3422.49	37.865668074107326	132	Yes	314.90178526768176	79.93896964172495	Low_spent_Small_value_payments	156.31696337543542	Standard
6186	24733	1	Shupingu	27	911476879	Architect	14165.23	1057.4358333333332	7	10	33	9	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan	59	24	8.82	11	Bad	2797.17	25.314338857654143	167	Yes	58.86844083860843	45.62644681511021	High_spent_Small_value_payments	246.32435693137435	Standard
6187	24733	2	Shupingu	27	911476879	Architect	14165.23	1057.4358333333332	7	10	33	9	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan	55	24	6.82	11	Bad	2797.17	33.13167712163907	168	Yes	58.86844083860843	45.62644681511021	Low_spent_Small_value_payments	252.01660303526413	Poor
6188	24733	3	Shupingu	27	911476879	Architect	14165.23	1057.4358333333332	7	10	33	9	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan	56	24	8.82	11	Bad	2797.17	33.07759975839418	169	Yes	58.86844083860843	45.62644681511021	Low_spent_Small_value_payments	212.8183043918306	Poor
6189	24733	4	Shupingu	27	911476879	Architect	14165.23	1057.4358333333332	7	10	33	9	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan	59	24	8.82	11	Bad	2797.17	31.87826486412917	170	Yes	58.86844083860843	45.62644681511021	Low_spent_Small_value_payments	241.20026053148297	Standard
6190	24733	5	Shupingu	27	911476879	Architect	14165.23	1057.4358333333332	7	10	33	9	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan	59	24	8.82	11	Bad	2797.17	27.64251073394816	171	Yes	58.86844083860843	45.62644681511021	Low_spent_Medium_value_payments	221.1183879003021	Poor
6191	24733	6	Shupingu	27	911476879	Architect	14165.23	1057.4358333333332	7	10	33	9	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan	55	24	8.82	11	Bad	2797.17	30.732960214272826	172	Yes	58.86844083860843	45.62644681511021	Low_spent_Small_value_payments	283.0152596009118	Poor
6192	24733	7	Shupingu	27	911476879	Architect	14165.23	1057.4358333333332	7	10	33	9	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan	59	24	8.82	11	Bad	2797.17	32.4729893	173	Yes	58.86844083860843	45.62644681511021	Low_spent_Medium_value_payments	281.2486956796147	Poor
6193	24733	8	Shupingu	27	911476879	Architect	14165.23	1057.4358333333332	7	10	33	9	Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan	61	24	8.82	11	Bad	2797.17	35.201445477378066	174	NM	58.86844083860843	45.62644681511021	Low_spent_Small_value_payments	202.9925647570092	Standard
6198	30150	1	John ODonnell"p	30	587658904	Teacher	87215.68	7489.973333333332	2	6	8	2	Auto Loan, and Payday Loan	2	5	10.98	0	Good	680.77	35.12551975918455	248	No	121.68201673654264	85.08977068	Low_spent_Large_value_payments	333.29198185875254	Good
6199	30150	2	John ODonnell"p	30	587658904	Teacher	87215.68	7489.973333333332	2	6	8	2	Auto Loan, and Payday Loan	6	6	10.98	0	Good	680.77	26.78610224458661	249	No	121.68201673654264	85.08977068	High_spent_Large_value_payments	760.3649552023904	Standard
6200	30150	3	John ODonnell"p	30	587658904	Teacher	87215.68	7489.973333333332	2	6	8	2	Auto Loan, and Payday Loan	3	5	10.98	0	Good	680.77	31.30850875114725	250	No	121.68201673654264	85.08977068	High_spent_Large_value_payments	776.3343613074152	Good
6201	30150	4	John ODonnell"p	30	587658904	Teacher	87215.68	7489.973333333332	2	6	8	2	Auto Loan, and Payday Loan	2	5	10.98	0	Good	680.77	26.44728155934813	251	No	121.68201673654264	85.08977068	Low_spent_Small_value_payments	653.1086426693676	Standard
6202	30150	5	John ODonnell"p	30	587658904	Teacher	87215.68	7489.973333333332	2	6	8	2	Auto Loan, and Payday Loan	2	5	10.98	0	Good	680.77	33.96003440020585	252	No	121.68201673654264	85.08977068	Low_spent_Small_value_payments	117.94095552111172	Good
6203	30150	6	John ODonnell"p	30	587658904	Teacher	87215.68	7489.973333333332	2	6	8	2	Auto Loan, and Payday Loan	6	4	9.98	0	Good	680.77	28.92882974582685	253	No	121.68201673654264	85.08977068	High_spent_Large_value_payments	694.2209473793729	Good
6204	30150	7	John ODonnell"p	30	587658904	Teacher	87215.68	7489.973333333332	2	6	8	2	Auto Loan, and Payday Loan	2	5	10.98	0	Good	680.77	30.483817218934423	254	No	121.68201673654264	85.08977068	High_spent_Large_value_payments	698.2044309879668	Good
6205	30150	8	John ODonnell"p	30	587658904	Teacher	87215.68	7489.973333333332	2	6	8	2	Auto Loan, and Payday Loan	2	8	10.98	0	Good	680.77	35.622883365649685	255	NM	121.68201673654264	85.08977068	High_spent_Medium_value_payments	573.1125062	Good
6210	39740	1	Scheydere	43	224487837	Lawyer	81842.28	6810.19	10	9	25	9	Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan	20	19	16.25	9	Bad	3053.16	39.43016630693703	4	NM	574.0657978713467	55.371438115591175	High_spent_Medium_value_payments	194.364478	Standard
6211	39740	2	Scheydere	43	224487837	Lawyer	81842.28	6810.19	10	9	25	9	Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan	20	16	16.25	9	Bad	3053.16	26.050884837843643	5	Yes	574.0657978713467	55.371438115591175	High_spent_Large_value_payments	204.21943594913583	Standard
6212	39740	3	Scheydere	43	224487837	Lawyer	81842.28	6810.19	10	9	25	9	Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan	20	19	16.25	9	Bad	3053.16	24.07007993001725	6	Yes	574.0657978713467	55.371438115591175	High_spent_Small_value_payments	174.48008732784763	Standard
6213	39740	4	Scheydere	43	224487837	Lawyer	81842.28	6810.19	10	9	25	9	Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan	20	16	14.25	9	Bad	3053.16	27.926609653819963	7	Yes	574.0657978713467	55.371438115591175	High_spent_Small_value_payments	34.04007764341981	Standard
6214	39740	5	Scheydere	43	224487837	Lawyer	81842.28	6810.19	10	9	25	9	Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan	20	17	16.25	11	Bad	3053.16	31.31743280165792	8	Yes	574.0657978713467	55.371438115591175	Low_spent_Medium_value_payments	34.04007764341981	Standard
6215	39740	6	Scheydere	43	224487837	Lawyer	81842.28	6810.19	10	9	25	9	Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan	20	19	16.25	11	Bad	3053.16	28.643128748008227	9	Yes	574.0657978713467	55.371438115591175	High_spent_Large_value_payments	181.87974633563567	Standard
6216	39740	7	Scheydere	43	224487837	Lawyer	81842.28	6810.19	10	9	25	9	Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan	20	19	10.25	11	Bad	3053.16	24.557218399385608	10	Yes	574.0657978713467	55.371438115591175	Low_spent_Medium_value_payments	185.0505808078686	Standard
6217	39740	8	Scheydere	43	224487837	Lawyer	81842.28	6810.19	10	9	25	9	Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan	20	16	16.25	11	Bad	3053.16	30.561750479920683	11	NM	574.0657978713467	55.371438115591175	High_spent_Large_value_payments	267.57239008116403	Standard
6222	8867	1	Nate Raymondj	38	477905881	Doctor	95956.5	8279.375	8	4	11	2	Personal Loan, and Student Loan	18	10	11.94	2	Standard	1079.73	33.77692753166114	379	No	95.52162878	202.5717008716825	High_spent_Large_value_payments	884.9056902902464	Standard
6223	8867	2	Nate Raymondj	38	477905881	Doctor	95956.5	8279.375	8	4	11	2	Personal Loan, and Student Loan	23	10	11.94	2	Standard	1079.73	35.74006714971697	380	NM	95.52162878	202.5717008716825	High_spent_Medium_value_payments	717.1043478643835	Standard
6224	8867	3	Nate Raymondj	38	477905881	Doctor	95956.5	8279.375	8	4	11	2	Personal Loan, and Student Loan	23	10	11.94	2	Standard	1079.73	42.13760292599426	381	NM	95.52162878	202.5717008716825	Low_spent_Medium_value_payments	635.0574630753691	Standard
6225	8867	4	Nate Raymondj	38	477905881	Doctor	95956.5	8279.375	8	4	11	2	Personal Loan, and Student Loan	28	10	13.94	2	Standard	1079.73	28.06838239231184	382	No	95.52162878	202.5717008716825	Low_spent_Medium_value_payments	389.00714932330817	Good
6226	8867	5	Nate Raymondj	38	477905881	Doctor	95956.5	8279.375	8	4	11	2	Personal Loan, and Student Loan	22	13	11.94	2	Standard	1079.73	37.20726208094325	383	No	95.52162878	202.5717008716825	High_spent_Small_value_payments	474.61369911452215	Standard
6227	8867	6	Nate Raymondj	38	477905881	Doctor	95956.5	8279.375	8	4	11	2	Personal Loan, and Student Loan	23	10	11.94	2	Standard	1079.73	24.978573155178623	384	No	95.52162878	202.5717008716825	Low_spent_Medium_value_payments	251.37034215085896	Good
6228	8867	7	Nate Raymondj	38	477905881	Doctor	95956.5	8279.375	8	4	11	2	Personal Loan, and Student Loan	23	10	11.94	2	Standard	1079.73	28.321914174502894	385	NM	95.52162878	202.5717008716825	Low_spent_Medium_value_payments	234.81379848817983	Good
6229	8867	8	Nate Raymondj	38	477905881	Doctor	95956.5	8279.375	8	4	11	2	Personal Loan, and Student Loan	23	10	11.94	2	Standard	1079.73	41.34141400010655	386	NM	95.52162878	202.5717008716825	Low_spent_Large_value_payments	450.3051884419152	Good
6234	2836	1	Edwardk	25	331605414	Manager	49967.01	4091.9175	7	6	31	6	Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan	27	11	19.87	11	Standard	2253.95	28.875737694025297	202	Yes	156.00331166279182	59.49541612485746	High_spent_Large_value_payments	426.2564429902082	Poor
6235	2836	2	Edwardk	25	331605414	Manager	49967.01	4091.9175	7	6	31	6	Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan	27	11	19.87	11	Standard	2253.95	23.115022183170733	203	Yes	156.00331166279182	59.49541612485746	Low_spent_Large_value_payments	390.9027070641753	Poor
6236	2836	3	Edwardk	26	331605414	Manager	49967.01	4091.9175	7	6	31	6	Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan	27	11	19.87	11	Standard	2253.95	38.57921380799338	204	Yes	156.00331166279182	59.49541612485746	High_spent_Medium_value_payments	422.90997831124656	Poor
6237	2836	4	Edwardk	26	331605414	Manager	49967.01	4091.9175	7	6	31	6	Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan	27	11	19.87	11	Standard	2253.95	22.84117831011114	205	Yes	156.00331166279182	59.49541612485746	Low_spent_Medium_value_payments	160.01992196233283	Poor
6238	2836	5	Edwardk	26	331605414	Manager	49967.01	4091.9175	7	6	31	6	Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan	27	11	19.87	11	Standard	2253.95	33.912703074966714	206	NM	156.00331166279182	59.49541612485746	High_spent_Medium_value_payments	350.2676670403495	Poor
6239	2836	6	Edwardk	26	331605414	Manager	49967.01	4091.9175	6	5	31	6	Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan	27	14	24.87	11	Standard	2253.95	37.33034026694013	207	Yes	156.00331166279182	59.49541612485746	High_spent_Medium_value_payments	436.30891916244417	Poor
6240	2836	7	Edwardk	26	331605414	Manager	49967.01	4091.9175	6	5	31	6	Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan	27	10	16.87	12	Standard	2253.95	33.17055464565221	208	Yes	156.00331166279182	59.49541612485746	High_spent_Medium_value_payments	443.6930222123507	Poor
6241	2836	8	Edwardk	26	331605414	Manager	49967.01	4091.9175	6	5	31	6	Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan	27	11	19.87	12	Standard	2253.95	31.52078179699133	209	Yes	156.00331166279182	59.49541612485746	High_spent_Medium_value_payments	386.8271443675515	Poor
6246	47494	1	Simon Jessope	14	180887800	Developer	39887.22	3224.935	9	9	16	5	Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan	57	21	17.25	10	Bad	3119.6	30.18805936357039	149	Yes	133.47084524343262	37.210310126757285	Low_spent_Medium_value_payments	270.0259039577801	Poor
6247	47494	2	Simon Jessope	14	180887800	Developer	39887.22	3224.935	9	9	16	5	Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan	59	19	11.25	14	Bad	3119.6	26.11222201204994	150	Yes	133.47084524343262	37.210310126757285	High_spent_Medium_value_payments	295.7519293162445	Poor
6248	47494	3	Simon Jessope	14	180887800	Developer	39887.22	3224.935	9	9	16	5	Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan	57	19	17.25	14	Bad	3119.6	38.23896597620363	151	Yes	133.47084524343262	37.210310126757285	Low_spent_Small_value_payments	159.53028091098705	Poor
6249	47494	4	Simon Jessope	14	180887800	Developer	39887.22	3224.935	9	9	16	5	Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan	52	19	17.25	14	Bad	3119.6	37.08960444163586	152	NM	133.47084524343262	37.210310126757285	Low_spent_Small_value_payments	176.93147792084778	Poor
6250	47494	5	Simon Jessope	14	180887800	Developer	39887.22	3224.935	9	9	16	5	Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan	54	19	17.25	14	Bad	3119.6	36.97060762201679	153	Yes	133.47084524343262	37.210310126757285	High_spent_Medium_value_payments	342.9271729739859	Poor
6251	47494	6	Simon Jessope	14	180887800	Developer	39887.22	3224.935	9	9	16	5	Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan	57	18	17.25	14	Bad	3119.6	31.24846249434504	154	Yes	133.47084524343262	37.210310126757285	High_spent_Medium_value_payments	315.0627851237822	Poor
6252	47494	7	Simon Jessope	14	180887800	Developer	39887.22	3224.935	9	9	16	5	Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan	57	19	17.25	14	Bad	3119.6	24.14813227289234	155	Yes	133.47084524343262	37.210310126757285	High_spent_Small_value_payments	337.3548473022599	Poor
6253	47494	8	Simon Jessope	14	180887800	Developer	39887.22	3224.935	9	9	16	5	Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan	57	22	17.25	14	Bad	3119.6	34.97086572389593	156	NM	133.47084524343262	37.210310126757285	High_spent_Small_value_payments	303.0821062	Standard
6258	48667	1	Kazunorit	43	853171579	Developer	14129.76	1012.48	8	5	21	8	Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan	62	17	5.51	6	Bad	4071.62	36.13729240094063	151	Yes	81.71265500803955	14.89687808240302	Low_spent_Small_value_payments	185.0894247172589	Poor
6259	48667	2	Kazunorit	44	853171579	Developer	14129.76	1012.48	8	5	21	8	Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan	62	18	5.51	6	Bad	4071.62	28.13414922331563	152	NM	81.71265500803955	14.89687808240302	Low_spent_Medium_value_payments	268.2488022345144	Poor
